2.004556 0.006405 0.005273 0.006412 0.006061 
1.967324 0.783323 0.006133 0.009527 0.006026 
1.795600 1.798425 0.007420 0.010701 0.011331 
1.417858 2.841547 0.008679 0.007353 0.022214 
0.900391 3.585716 0.010749 0.009410 0.009772 
0.396011 3.929022 0.008004 0.006377 0.005987 
0.006387 4.006287 0.009638 0.008012 0.011893 
1.968005 0.008566 1.174835 0.006962 0.009047 
1.906680 0.957303 1.431126 0.020492 0.023788 
1.610082 2.148301 1.603177 0.008941 0.007077 
1.078641 3.239236 1.623138 0.020081 0.024654 
0.480379 3.805618 1.419780 0.025955 0.024015 
0.005606 3.928060 1.180670 0.007144 0.006756 
1.794530 0.007340 2.689640 0.005929 0.006061 
1.614035 1.073542 3.220733 0.011037 0.010669 
1.173091 2.343157 3.522615 0.030146 0.032709 
0.544546 3.258700 3.236049 0.041927 0.041916 
0.010799 3.595679 2.672050 0.014343 0.014308 
1.421534 0.008617 4.254097 0.009103 0.012197 
1.078643 1.078449 4.820020 0.010103 0.017217 
0.538540 2.156460 4.823493 0.012157 0.011765 
0.009412 2.843157 4.243404 0.013852 0.011907 
0.899933 0.010132 5.379873 0.010273 0.014410 
0.483051 0.953878 5.698173 0.026480 0.028430 
0.013521 1.810147 5.372051 0.015726 0.014796 
0.400499 0.006704 5.888424 0.010897 0.008652 
0.006372 0.786733 5.890914 0.009729 0.006295 
0.008403 0.005532 6.005429 0.006080 0.009115 
1.966673 0.007323 0.008282 1.562048 0.008710 
1.893557 0.955556 0.010918 1.922164 0.010564 
1.611839 2.147234 0.008630 2.135708 0.014166 
1.078122 3.227033 0.015945 2.143883 0.014256 
0.478942 3.799766 0.021644 1.884288 0.022566 
0.006699 3.929825 0.007256 1.564992 0.006547 
1.892968 0.005306 1.395367 1.885060 0.011226 
1.755913 1.172453 1.717379 2.334589 0.020346 
1.276689 2.564936 1.922175 2.544933 0.021340 
0.588946 3.504421 1.756076 2.317684 0.027112 
0.007035 3.781451 1.417745 1.869982 0.009460 
1.616857 0.019334 3.232516 2.126625 0.017839 
1.279339 1.283333 3.817860 2.549874 0.019719 
0.637727 2.550191 3.808738 2.554739 0.016735 
0.009517 3.225458 3.197513 2.143268 0.012718 
1.077973 0.011772 4.828993 2.131644 0.011354 
0.584132 1.164572 5.253387 2.315633 0.026112 
0.015836 2.162812 4.823825 2.127119 0.021253 
0.483344 0.010198 5.665505 1.893015 0.013655 
0.013271 0.942702 5.678208 1.869577 0.015063 
0.008290 0.007182 5.892302 1.564190 0.014327 
1.795886 0.013181 0.007164 3.584981 0.011063 
1.612058 1.083830 0.011530 4.284603 0.009547 
1.170309 2.336337 0.022541 4.649063 0.024583 
0.538724 3.228626 0.011606 4.259958 0.009957 
0.008310 3.592865 0.010846 3.558267 0.012661 
1.614293 0.011263 1.620097 4.275844 0.012456 
1.289661 1.280888 1.943894 5.137583 0.038078 
0.652487 2.604839 1.946998 5.164289 0.058612 
0.008808 3.221665 1.608103 4.268794 0.009984 
1.166625 0.013224 3.475665 4.632933 0.012454 
0.686859 1.334558 3.984642 5.245199 0.120146 
0.014857 2.335921 3.473760 4.611911 0.015858 
0.545228 0.019436 4.842678 4.285958 0.036575 
0.016465 1.098220 4.818649 4.296776 0.016658 
0.008201 0.007169 5.377421 3.574993 0.009546 
1.423965 0.011122 0.013348 5.673029 0.011550 
1.081183 1.060398 0.013129 6.437741 0.015468 
0.541944 2.154552 0.012780 6.421210 0.014225 
0.006401 2.840200 0.008731 5.652374 0.008730 
1.075960 0.008309 1.612419 6.422233 0.007866 
0.588134 1.178845 1.719490 6.991427 0.031439 
0.012957 2.166580 1.611782 6.404960 0.013306 
0.545200 0.017256 3.231959 6.431085 0.016809 
0.016870 1.092631 3.228237 6.421128 0.037910 
0.007743 0.007270 4.255384 5.656808 0.014202 
0.900469 0.011254 0.008247 7.167910 0.012032 
0.478587 0.946322 0.008154 7.549738 0.010060 
0.010548 1.810659 0.010800 7.153528 0.010116 
0.480886 0.008792 1.423713 7.549084 0.033069 
0.016319 0.963058 1.443572 7.549415 0.016006 
0.006006 0.004699 2.695032 7.155364 0.008137 
0.397431 0.008596 0.009637 7.854922 0.008390 
0.006905 0.800905 0.007249 7.846875 0.019843 
0.009741 0.008103 1.194173 7.850229 0.008546 
0.005475 0.003930 0.003796 8.003776 0.003919 
1.966884 0.006235 0.009835 0.007819 1.968043 
1.893115 0.953435 0.012845 0.008003 2.350050 
1.613767 2.149451 0.024769 0.012660 2.681104 
1.082533 3.239743 0.023345 0.023286 2.678749 
0.484370 3.799105 0.023446 0.021240 2.351617 
0.005673 3.927015 0.009105 0.005588 1.977121 
1.893553 0.008455 1.429381 0.016521 2.358298 
1.743043 1.160930 1.745804 0.011162 2.892702 
1.271548 2.548508 1.911926 0.009944 3.141784 
0.586609 3.509255 1.734594 0.029477 2.882982 
0.010448 3.784403 1.418765 0.009675 2.313919 
1.611520 0.008390 3.223488 0.008373 2.656281 
1.305740 1.311625 3.901329 0.058437 3.210283 
0.639976 2.537609 3.813846 0.010438 3.161448 
0.018140 3.236610 3.200859 0.018042 2.683338 
1.074370 0.007912 4.821831 0.008234 2.687186 
