2.007311 0.007526 0.008274 0.008127 0.007631 0.014717 0.007507 0.008330 
1.799739 1.791901 0.012218 0.016891 0.009639 0.010707 0.010473 0.015604 
0.903090 3.587976 0.011586 0.010123 0.009547 0.018245 0.010408 0.019654 
0.010317 4.009298 0.011039 0.010248 0.016190 0.015997 0.010948 0.016762 
1.795178 0.006269 2.687869 0.011250 0.007534 0.006513 0.007285 0.006552 
1.168580 2.328578 3.467373 0.024135 0.017692 0.020373 0.013696 0.024315 
0.008665 3.588489 2.683353 0.015878 0.008735 0.017255 0.008418 0.015713 
0.905824 0.008856 5.368349 0.007714 0.019042 0.016237 0.008628 0.018438 
0.009736 1.805913 5.370154 0.011298 0.010042 0.018636 0.010992 0.020450 
0.007939 0.007986 6.007934 0.013075 0.009451 0.009027 0.008309 0.014824 
1.801205 0.008772 0.009551 3.557187 0.013082 0.015694 0.009008 0.009036 
1.160961 2.340194 0.008798 4.591873 0.009168 0.015278 0.008834 0.018754 
0.009876 3.581416 0.010415 3.609587 0.010102 0.016439 0.014187 0.022597 
1.157578 0.012339 3.499052 4.638412 0.027059 0.020986 0.013391 0.015704 
0.014980 2.319248 3.485468 4.623508 0.038200 0.018840 0.012609 0.012944 
0.007876 0.009645 5.381743 3.566033 0.009326 0.008221 0.008055 0.013945 
0.898893 0.012786 0.008184 7.170228 0.010460 0.015548 0.008969 0.014200 
0.014693 1.794875 0.013193 7.175237 0.015470 0.020557 0.014003 0.019209 
0.008614 0.008985 2.681517 7.170902 0.010438 0.016175 0.008967 0.009198 
0.009142 0.009139 0.017641 8.009128 0.009961 0.009434 0.010290 0.010085 
1.795142 0.006491 0.009840 0.007638 4.478892 0.014230 0.007381 0.009760 
1.161443 2.330742 0.012914 0.018082 5.786645 0.014501 0.012796 0.017848 
0.010061 3.582019 0.009020 0.008378 4.495707 0.014208 0.009178 0.014993 
1.159932 0.014451 3.503861 0.014098 5.784405 0.014972 0.014669 0.016456 
0.014520 2.316845 3.483388 0.017624 5.795880 0.021567 0.014465 0.020059 
0.008632 0.008913 5.374927 0.009801 4.481054 0.015205 0.009552 0.019199 
1.166159 0.012995 0.010358 4.619326 5.785220 0.016993 0.010572 0.019905 
0.011558 2.313743 0.013016 4.655189 5.771896 0.012532 0.013166 0.015686 
0.008358 0.008356 3.461022 4.645623 5.777735 0.017006 0.009422 0.012579 
0.006553 0.006534 0.021280 7.155898 4.493698 0.014636 0.006724 0.012517 
0.902888 0.007441 0.012316 0.008406 8.948705 0.016062 0.007503 0.008305 
0.017157 1.805722 0.015882 0.016480 8.955969 0.022024 0.015571 0.020854 
0.006896 0.007714 2.696590 0.007324 8.945701 0.007175 0.006972 0.018232 
0.007852 0.015482 0.009893 3.585245 8.952175 0.008752 0.012383 0.013774 
0.008206 0.005888 0.005472 0.005447 10.005391 0.013301 0.007638 0.008831 
1.797155 0.009683 0.010712 0.010797 0.009779 5.390321 0.009686 0.010510 
1.163669 2.326064 0.015587 0.015710 0.015088 6.962848 0.014064 0.020753 
0.009223 3.590138 0.009173 0.010186 0.008264 5.347386 0.009084 0.013968 
1.162548 0.017705 3.496469 0.023520 0.034683 6.973997 0.017729 0.018559 
0.011532 2.314828 3.483042 0.010975 0.026384 6.933323 0.010856 0.020221 
0.011952 0.012781 5.376265 0.011713 0.012745 5.383807 0.012435 0.016857 
1.165822 0.014271 0.011815 4.628498 0.017876 6.942880 0.012216 0.018844 
0.012984 2.333966 0.020030 4.614344 0.021536 6.925990 0.012805 0.022809 
0.013567 0.012798 3.487966 4.605923 0.016831 6.951667 0.012494 0.021840 
0.007660 0.007768 0.015676 7.162076 0.010214 5.377156 0.008039 0.007973 
1.169886 0.013546 0.015435 0.014351 5.767764 6.954938 0.013717 0.014692 
