2.062162 0.067150 0.128530 0.122813 0.066725 0.134580 0.099129 0.095841 
1.836983 1.915172 0.158545 0.156868 0.114918 0.174757 0.087826 0.111855 
0.937104 3.654885 0.106171 0.085253 0.088062 0.108649 0.066458 0.115526 
0.187652 4.016758 0.085454 0.045156 0.087414 0.160041 0.128300 0.174799 
1.825556 0.099482 2.807928 0.106779 0.122465 0.153295 0.387020 0.149172 
1.166955 2.443026 3.580849 0.127928 0.349171 0.095216 0.259557 0.253627 
0.179387 3.564428 2.847637 0.065885 0.065571 0.044118 0.095860 0.065757 
0.947052 0.102172 5.459353 0.095480 0.091175 0.139614 0.222696 0.255752 
0.115777 1.754912 5.469308 0.055080 0.086413 0.249003 0.128790 0.184959 
0.054880 0.203053 6.043021 0.129334 0.097395 0.106369 0.051201 0.106103 
1.856831 0.074129 0.123150 3.634498 0.222772 0.405881 0.245953 0.084583 
1.186037 2.457495 0.090295 4.690219 0.096458 0.077903 0.079133 0.089987 
0.171924 3.569239 0.149444 3.716608 0.163502 0.203577 0.096121 0.260062 
1.165700 0.088049 3.657662 4.660952 0.090056 0.110612 0.075137 0.101488 
0.071340 2.216397 3.672198 4.706362 0.167637 0.085251 0.588838 0.273381 
0.047535 0.068732 5.390296 3.670290 0.203309 0.417137 0.333604 0.065359 
0.969241 0.152543 0.124586 7.283527 0.162301 0.207472 0.118558 0.166994 
0.115533 1.841581 0.061430 7.184425 0.090067 0.233655 0.105158 0.136187 
0.048164 0.181972 2.825065 7.110196 0.064449 0.068687 0.253496 0.135419 
0.052251 0.121636 0.049633 8.045898 0.173092 0.049592 0.164019 0.064266 
1.897620 0.114122 0.119428 0.112446 4.245542 0.085983 0.122067 0.222502 
1.213988 2.439873 0.081776 0.185357 5.615706 0.283538 0.111278 0.129720 
0.180203 3.632979 0.049326 0.073062 4.349720 0.047798 0.142122 0.163967 
1.189402 0.140261 3.656531 0.149491 5.891927 0.207699 0.161562 0.131125 
0.129022 2.335821 3.679431 0.065117 5.508279 0.203642 0.050257 0.171973 
0.076256 0.290355 5.526359 0.150754 4.158050 0.304901 0.561800 0.080262 
1.248477 0.091454 0.125509 4.771375 5.679517 0.170631 0.198081 0.128460 
0.143587 2.411438 0.095279 4.673920 5.665829 0.087726 0.108196 0.135844 
0.058329 0.234334 3.626260 4.600170 5.684495 0.210844 0.150158 0.066778 
0.056608 0.114226 0.059505 7.322832 4.222811 0.119992 0.352727 0.091171 
0.979354 0.068189 0.108882 0.110636 8.938863 0.079854 0.191830 0.143882 
0.111852 1.917350 0.039972 0.051989 8.854892 0.200647 0.111953 0.174012 
0.051662 0.084459 2.725694 0.118000 8.997217 0.123053 0.266404 0.320236 
0.046396 0.037945 0.254182 3.695958 8.920763 0.063626 0.064904 0.282563 
0.058379 0.078952 0.059203 0.058357 10.057026 0.125073 0.086293 0.115258 
1.860769 0.077482 0.085535 0.135208 0.212605 5.412200 0.137867 0.095139 
1.208966 2.466959 0.095661 0.098294 0.080641 6.611584 0.157738 0.080697 
0.176401 3.633590 0.099912 0.059997 0.085314 5.193607 0.132676 0.330797 
1.217652 0.078251 3.532156 0.073144 0.049906 6.818030 0.055528 0.123885 
0.146843 2.407457 3.657600 0.234442 0.139184 6.463021 0.110205 0.274319 
0.033598 0.314274 5.456128 0.033296 0.173888 5.025663 0.180332 0.210965 
1.205539 0.069199 0.071691 4.711306 0.046916 6.851131 0.045531 0.159451 
0.133261 2.421444 0.083498 4.689463 0.097554 6.667888 0.066420 0.041320 
0.067377 0.078441 3.615788 4.769704 0.233441 6.685458 0.094424 0.221520 
0.073098 0.076049 0.117324 7.418004 0.072816 4.817299 0.255669 0.412686 
1.223391 0.104746 0.086601 0.124677 5.880199 6.914311 0.141543 0.082955 
0.129739 2.466044 0.048915 0.125724 5.647003 6.687649 0.382973 0.040018 
0.055257 0.234033 3.601384 0.077541 5.890772 6.668311 0.080952 0.219433 
0.053524 0.065618 0.290022 4.850547 5.888090 6.607154 0.072600 0.101469 
0.081589 0.089669 0.203181 0.080780 9.267683 4.802679 0.234151 0.481464 
0.960187 0.094035 0.093729 0.059285 0.128053 10.702331 0.142766 0.050348 
0.113073 1.850506 0.075732 0.057972 0.057424 10.735778 0.120622 0.055914 
0.061859 0.215333 2.815333 0.165565 0.132821 10.696286 0.208512 0.088724 
0.071926 0.053026 0.053829 3.706032 0.053140 10.725269 0.070014 0.155344 
0.101713 0.044110 0.050151 0.043997 4.636286 10.694306 0.241814 0.273789 
0.053988 0.063774 0.053877 0.064455 0.053773 12.053455 0.091382 0.093494 
1.867820 0.101517 0.120034 0.083433 0.123045 0.239101 6.164759 0.270751 
1.211183 2.494224 0.078205 0.063418 0.141258 0.070619 7.635081 0.225636 
0.123598 3.688973 0.240078 0.214137 0.181470 0.422944 5.998118 0.449930 
1.199262 0.117831 3.665093 0.092536 0.151577 0.098129 7.954827 0.113896 
0.133301 2.381181 3.567906 0.089589 0.132643 0.248812 7.830884 0.102662 
0.048635 0.058402 5.403672 0.129669 0.142781 0.068908 6.356865 0.165306 
1.244224 0.096774 0.092246 4.782169 0.064568 0.078042 7.761576 0.151831 
0.140502 2.459888 0.047504 4.572650 0.190784 0.103989 7.870759 0.172184 
0.091046 0.225847 3.685137 4.659174 0.198255 0.094906 7.676032 0.105850 
0.056441 0.089109 0.057618 7.402916 0.160265 0.309268 5.580525 0.070238 
1.225992 0.076671 0.044295 0.088968 5.825325 0.069640 7.886970 0.305526 
0.132613 2.416028 0.080650 0.130174 5.842229 0.055412 7.798085 0.275671 
0.117825 0.048204 3.536644 0.081646 5.748707 0.056762 8.146764 0.376660 
0.068104 0.068323 0.074103 4.754943 6.042694 0.162515 7.731755 0.227787 
0.057319 0.092817 0.056331 0.056139 9.134433 0.161696 5.919334 0.294394 
1.218468 0.063225 0.079775 0.122914 0.060382 7.119185 7.816830 0.094307 
0.131741 2.427493 0.064166 0.089768 0.080856 6.857900 7.927191 0.120317 
0.044971 0.193659 3.646002 0.116746 0.254218 6.894131 7.834400 0.198784 
0.048052 0.099200 0.048434 4.831380 0.150275 6.746603 8.089518 0.064914 
0.052471 0.115620 0.052441 0.051143 6.058867 6.891479 7.889533 0.127728 
0.049302 0.079072 0.048740 0.125091 0.063610 10.862101 6.112403 0.213527 
0.994474 0.091204 0.068947 0.101776 0.049462 0.163256 12.378102 0.066198 
0.124998 1.931993 0.141593 0.141670 0.079155 0.135864 12.389511 0.214944 
0.080886 0.050039 2.753304 0.109630 0.097979 0.393543 12.529794 0.207771 
0.066790 0.063584 0.063438 3.735349 0.097555 0.266195 12.498838 0.152941 
0.058445 0.083105 0.061179 0.061804 4.810166 0.094083 12.372346 0.333059 
0.056747 0.070778 0.058016 0.058167 0.056399 5.734367 12.389040 0.177506 
0.038652 0.053620 0.039534 0.038238 0.040609 0.039765 14.037923 0.046371 
1.864294 0.059996 0.099743 0.083935 0.075667 0.106212 0.220793 6.697755 
1.231663 2.439613 0.072263 0.063250 0.186830 0.118836 0.175258 8.871907 
0.170092 3.666730 0.142180 0.054539 0.132816 0.079419 0.189436 6.545835 
1.249651 0.128792 3.593093 0.142283 0.075990 0.070134 0.084392 8.679438 
0.138289 2.414578 3.618323 0.077148 0.057748 0.212826 0.081463 8.688853 
0.056955 0.061433 5.471475 0.092988 0.087851 0.281425 0.271447 6.929331 
1.202392 0.055338 0.089803 4.870004 0.130740 0.088103 0.165599 8.790964 
0.131345 2.392275 0.087660 4.651454 0.081472 0.075638 0.147669 9.073291 
0.079726 0.128143 3.771963 4.691326 0.096395 0.306254 0.100861 8.658487 
0.063110 0.139688 0.058288 7.422553 0.057894 0.244531 0.093075 6.287501 
1.225844 0.076002 0.087245 0.080420 5.815036 0.047281 0.129130 9.091734 
0.141357 2.442433 0.160411 0.148132 5.849371 0.066044 0.077790 8.799619 
0.075155 0.237707 3.590811 0.142432 5.863283 0.070997 0.139963 9.011896 
0.082355 0.095612 0.078105 4.926069 5.774862 0.203505 0.179346 8.958169 
0.055750 0.049607 0.049720 0.054554 9.135369 0.138955 0.115160 6.731143 
1.265737 0.059342 0.060508 0.126093 0.060629 6.848332 0.097982 8.955082 
0.130927 2.419879 0.040998 0.146938 0.146970 6.958309 0.112599 8.939465 
0.048681 0.054728 3.581336 0.171017 0.126610 7.064582 0.080516 8.973226 
0.093244 0.124439 0.061961 4.867243 0.203781 6.781497 0.161084 9.180627 
0.053998 0.060807 0.053255 0.053944 5.972170 7.019305 0.177252 8.998844 
0.064180 0.123307 0.065378 0.064877 0.062044 10.836739 0.163308 7.097835 
1.250310 0.076155 0.093977 0.071657 0.210163 0.131109 7.996144 9.266522 
0.137366 2.454522 0.045751 0.094757 0.066192 0.158265 7.972729 8.994318 
0.058859 0.249104 3.757873 0.107826 0.055911 0.143536 7.965793 8.735188 
0.059833 0.226860 0.058060 4.705663 0.133195 0.181380 8.007203 9.339503 
0.053352 0.079301 0.160199 0.053448 6.027422 0.180025 7.972985 9.137214 
0.054486 0.052050 0.057648 0.052542 0.243714 6.988613 8.232688 9.159533 
0.090328 0.065939 0.063976 0.064127 0.065068 0.064914 12.571421 7.242390 
0.981374 0.083283 0.045019 0.107135 0.056107 0.034084 0.109462 14.113930 
0.116241 1.949687 0.075557 0.068201 0.063721 0.163096 0.111001 14.086087 
0.051575 0.212411 2.852135 0.135494 0.136906 0.128872 0.086714 14.164844 
0.109577 0.041569 0.054918 3.713501 0.076073 0.064613 0.051944 14.227530 
0.047375 0.108209 0.045772 0.047876 4.445469 0.138956 0.067212 14.409477 
0.053594 0.062110 0.164843 0.054530 0.064978 5.508305 0.191636 14.300425 
0.093130 0.092557 0.092570 0.092582 0.092594 0.092589 6.307436 14.429508 
0.050550 0.049095 0.049078 0.049307 0.049014 0.049027 0.056073 16.049003 
1.976296 0.472606 0.718091 0.879259 1.097290 1.265377 1.528687 1.653688 
1.360737 2.785039 0.862253 1.056580 1.365709 1.496563 1.775395 2.200675 
0.246819 3.913364 0.604462 0.791433 0.992910 1.194309 1.407213 1.575836 
1.434719 0.626289 4.051168 0.987553 1.220369 1.811150 1.705486 1.967727 
0.324950 2.790914 4.163878 1.133479 1.498216 1.556891 1.978796 1.818996 
0.271060 0.466921 5.846119 0.866847 1.092284 1.205531 1.437013 1.625847 
1.404967 0.623137 0.894472 5.493130 1.392707 1.872460 1.864810 2.142906 
0.313154 2.760999 0.996191 5.589808 1.294277 1.581303 1.859653 1.843346 
0.363462 0.645681 4.084517 5.341997 1.395656 1.531118 1.845721 2.023991 
0.283702 0.428750 0.688874 7.856992 1.185818 1.236044 1.479180 1.692134 
1.433652 0.632105 0.963513 1.157714 6.943060 1.647400 1.695037 2.010353 
0.314916 2.891724 0.840664 1.137524 6.647203 1.619976 1.685965 2.063995 
0.329490 0.569710 4.232742 0.993058 6.665237 1.745107 1.811854 2.019090 
0.324651 0.565054 0.934117 5.651278 6.661074 1.351845 1.595770 1.997181 
0.285601 0.446561 0.674113 0.894275 9.838270 1.428621 1.594881 1.794431 
1.446114 0.622702 0.953971 1.141258 1.352012 8.239389 1.879333 2.187094 
0.305029 2.898992 0.881677 1.211815 1.393975 7.812274 2.042254 2.046754 
0.368779 0.591011 4.206636 1.034261 1.472706 7.888292 1.908622 2.117009 
0.306274 0.629085 0.950191 5.478828 1.596648 7.885016 1.752229 2.026456 
0.343000 0.574752 0.856791 1.345791 6.896219 7.995363 1.834299 2.201382 
0.249124 0.474673 0.761659 0.964632 1.157182 11.620914 1.303916 1.797004 
1.457502 0.631065 0.873371 1.103411 1.462075 1.422307 8.997378 2.022843 
0.295328 2.907881 0.929885 1.169309 1.426287 1.646300 9.279133 2.194813 
0.313160 0.607206 4.282736 1.232732 1.222685 1.865643 8.977785 1.990765 
