0.352526 4.057137 0.125774 0.114689 0.156277 0.247982 0.524204 0.187511 0.179567 0.098725 
1.880883 0.370174 2.978877 0.752122 0.785958 0.378021 0.545684 0.143959 0.206814 0.174103 
0.315816 3.825410 2.033950 0.427407 0.209423 0.093706 0.493215 0.212027 0.149514 0.300383 
0.999458 0.258930 5.469016 0.736246 0.124510 0.362158 0.528900 0.972357 0.647018 0.352858 
0.230303 2.301742 5.022519 0.238371 0.118889 0.294328 1.382205 0.102167 0.090361 0.113308 
0.309885 0.082252 5.996404 0.149208 0.329619 0.658427 0.874911 0.086383 0.077416 0.634187 
1.891008 0.413478 0.384134 3.586911 0.171954 0.124077 0.552444 0.984762 0.330426 0.323329 
0.902545 3.317112 0.384671 3.587363 0.172497 0.122920 0.562939 0.987074 0.330971 0.319699 
0.859221 0.182323 4.719776 4.149981 0.221437 0.642446 0.550141 0.985396 0.259577 0.305395 
1.192534 0.157478 0.261272 6.668097 0.336906 0.644999 0.561625 0.181761 0.085358 0.649474 
0.240615 2.205374 0.256460 6.856618 0.190332 0.147474 0.194747 0.253058 0.162942 0.122459 
0.097394 0.220659 0.202491 8.060229 0.214586 0.136289 0.923399 0.088845 0.620252 0.149257 
1.675957 0.369295 0.160336 0.173202 6.043909 0.120633 0.680036 0.129122 0.148674 0.125529 
1.245341 2.235871 0.668826 0.200135 5.971361 0.221983 1.394639 0.149545 0.273687 0.121436 
0.222193 3.597469 0.174132 0.082399 4.760292 0.221012 0.515987 0.079333 0.120825 0.138346 
0.754748 0.155952 5.108951 0.530882 4.283226 0.355143 0.499537 0.124199 0.442138 0.204098 
0.181201 2.445703 3.821720 0.448281 5.155552 0.228598 0.622817 0.232663 0.139761 0.109710 
0.232052 0.117063 4.978930 0.250297 5.767969 0.125272 0.488580 0.125215 0.657090 0.229009 
1.030387 0.477662 0.170118 5.288578 6.072194 0.359882 0.206972 0.155304 0.178835 0.149819 
0.188045 1.868017 0.571011 5.339486 6.053181 0.324665 0.371163 0.932826 0.176361 0.154900 
0.213449 0.114067 4.286486 3.426852 5.758094 0.769443 0.491665 0.127981 0.660083 0.835101 
0.198085 0.322713 0.082974 7.788552 2.508160 0.114057 0.530633 0.773095 0.182306 0.298027 
1.063141 0.143627 0.298997 1.956442 8.565975 0.136045 0.562976 1.447802 0.342444 0.143656 
0.190890 0.104421 0.756133 3.616939 8.972015 0.169157 0.716204 0.096582 0.199659 0.132238 
1.843768 0.226388 0.117224 0.929675 0.332911 5.756350 0.909385 0.121504 0.111890 0.668660 
0.994218 3.037664 0.347702 0.217039 0.168119 5.980231 0.721349 0.100951 0.087703 0.112072 
0.358904 3.508440 0.125446 0.446660 0.671304 5.032820 0.692819 4.263943 0.229518 0.146535 
1.170509 0.248696 4.233296 0.940268 0.680489 5.892432 0.159748 0.118531 0.180517 0.148368 
0.206286 2.011025 4.402474 0.212787 0.109437 5.981461 0.122688 0.096053 0.082804 0.107173 
0.338778 1.275574 4.910819 0.515454 0.081237 5.989950 0.192494 0.126873 0.444798 0.080541 
0.593212 1.739467 0.230554 5.862771 0.166610 5.932515 0.720843 0.100446 0.112745 0.111566 
0.079641 0.284889 3.582874 3.410689 0.255570 8.349906 0.687697 0.076983 0.343567 0.099548 
0.102600 0.409260 0.088239 7.015205 0.080651 5.886350 0.120772 1.092571 0.143187 0.075391 
0.955175 0.105970 0.220158 0.143226 7.630029 5.991080 0.145718 0.106337 0.349838 0.117303 
0.227524 2.607292 0.130197 0.452195 4.842810 7.159973 0.329542 0.922492 0.171648 2.514006 
0.127563 1.053913 4.334376 0.458437 3.592131 6.732753 0.126954 0.814940 0.230044 1.184492 
0.828909 0.262142 0.210062 0.179999 0.152687 11.253048 0.778288 0.202038 0.405904 0.135115 
0.116256 0.195679 1.678521 4.356546 0.144278 9.740375 0.299241 0.940478 0.211969 0.336303 
0.142650 0.106040 0.391664 1.622256 3.941478 10.919291 0.136268 0.104508 0.207585 0.140164 
0.093225 0.154013 1.230718 0.157443 0.087953 11.841382 0.795907 0.117908 0.169386 0.408270 
1.803954 0.436996 0.161067 0.126063 0.275835 0.107636 6.953379 0.158429 0.180997 0.323505 
1.283047 0.140943 3.785678 0.461925 1.530456 0.171078 6.813991 0.226814 0.133840 0.103862 
0.174409 2.448353 3.830108 0.442602 1.529106 0.169729 6.812641 0.225465 0.132490 0.102512 
0.137492 0.648061 5.309567 0.144560 0.121730 0.146748 6.640667 0.144091 0.094060 0.601638 
0.192565 2.942661 0.146549 3.995336 0.287142 0.109999 6.978011 0.091504 0.352104 0.140179 
0.291337 0.125413 4.774085 3.111020 0.323635 0.268593 6.792690 0.175241 0.093002 0.115768 
1.481087 0.341569 0.159339 0.170559 5.290307 0.124715 6.959706 0.140310 0.197495 0.134825 
0.256810 2.448470 0.184193 0.330728 4.766684 0.112439 9.060344 0.134204 0.195613 1.202591 
1.449762 0.334153 0.122638 0.069055 0.232580 6.415579 6.807407 1.102127 0.129345 0.129734 
0.247070 0.114918 3.829352 2.500362 0.163515 6.409616 6.791754 0.174302 0.080707 0.114829 
0.123739 0.092179 0.979405 5.549693 0.172453 6.409502 6.827409 0.182074 0.090727 0.122600 
0.111082 0.085734 0.082271 0.080682 7.064114 6.306915 6.979563 0.085278 0.144366 0.143736 
0.748258 0.210668 0.104719 0.299236 0.102681 0.081186 13.214305 0.209185 0.151934 0.094260 
0.184338 1.419738 0.112125 0.301699 0.105143 0.083607 13.216821 0.211647 0.136571 0.096899 
0.110408 0.224633 2.722846 0.283609 0.101718 0.103543 12.626366 0.651752 0.218608 1.184800 
0.126747 0.839138 0.093380 2.342607 0.106309 0.086198 13.219163 0.214044 0.156792 0.099154 
0.130182 0.577031 0.113907 0.496114 3.981381 0.613856 12.783504 1.029246 1.295013 0.132449 
1.876802 0.389843 0.130002 0.607986 0.313076 0.338179 0.183033 6.715967 0.140904 0.301267 
0.396151 3.639626 0.141652 0.120589 0.307403 0.582056 0.169966 6.712435 0.138595 0.135702 
1.063289 0.256012 4.338647 0.594322 0.089498 0.337282 0.189582 8.082787 0.152831 0.313195 
0.229030 2.567928 2.955587 0.175975 0.671350 0.122816 0.188068 8.122210 0.189290 7.105861 
0.113845 0.688046 5.408171 0.418670 0.310885 0.333252 0.188456 6.877248 0.191738 0.107328 
0.076401 0.122597 0.739203 7.254028 0.313817 0.138302 0.191322 6.880100 0.194604 0.127477 
1.549282 0.355226 0.234727 0.141831 3.252105 0.101380 0.127999 9.644107 0.156047 0.088252 
0.243506 2.571827 0.132906 0.163956 4.982328 0.195762 0.702174 9.703849 0.093333 0.135652 
0.088593 0.388569 3.808170 0.152588 4.970361 0.258297 0.690818 9.692492 0.082869 0.124296 
0.112656 0.235040 2.453711 5.262679 5.071023 0.527874 0.154502 6.682304 0.196552 0.127023 
0.327854 2.817608 0.211257 0.100851 0.075707 4.767449 0.109036 9.619427 0.140238 0.072442 
0.081266 0.327381 3.833174 0.315854 0.231271 7.318543 0.609635 7.798077 0.136130 0.098693 
0.194077 1.361583 0.138014 4.449531 0.261859 4.403046 0.106075 10.938940 0.142971 0.102788 
0.074387 0.217513 2.239685 0.209722 5.229419 7.317932 0.609025 7.797466 0.135524 0.099392 
0.098362 0.342695 0.085678 0.853977 0.118410 10.665202 1.131836 7.295355 0.358260 0.108393 
1.353028 0.149296 0.320334 0.126933 0.182064 0.394380 9.154913 6.681197 0.193538 0.610916 
0.277951 3.212246 0.113125 0.143268 0.115329 0.429874 6.314995 6.948191 0.164795 0.151191 
0.111267 0.250464 1.568913 0.139299 5.163975 0.361067 8.348526 9.360264 0.209985 0.544719 
0.088691 0.193122 0.085381 0.413613 0.097110 9.180903 6.637565 7.293684 0.356588 0.106721 
0.080221 0.068448 0.069939 0.068229 0.070776 0.070841 12.696387 6.960892 0.175604 0.571094 
1.166408 0.157929 0.397406 0.087358 0.121264 0.312175 0.437096 13.500371 0.088939 0.207708 
